# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   1.230 us    |          _raw_spin_lock_irqsave();
 0)   1.200 us    |          _raw_spin_unlock_irqrestore();
 0) ! 136.173 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.257 us    |            rpm_check_suspend_allowed();
 0)   3.692 us    |          }
 0)   1.186 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.645 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.174 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.183 us    |            rpm_check_suspend_allowed();
 0)   3.469 us    |          }
 0)   1.315 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.500 us   |        }
 0)   1.188 us    |        mutex_unlock();
 0) ! 177.005 us  |      }
 0) ! 179.498 us  |    }
 0)   1.222 us    |    mutex_lock();
 0)   1.200 us    |    mutex_unlock();
 0) ! 188.364 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.369 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.203 us    |          _raw_spin_lock_irqsave();
 0)   1.565 us    |          rpm_resume();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)   8.532 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.425 us    |              of_match_device();
 0)   8.405 us    |            }
 0) + 10.817 us   |          }
 0)   1.199 us    |          _raw_spin_lock_irqsave();
 0)   1.210 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.355 us    |              of_match_device();
 0)   8.790 us    |            }
 0) + 11.132 us   |          }
 0)   1.246 us    |          _raw_spin_lock_irqsave();
 0)   1.230 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.145 us    |              of_match_device();
 0)   3.662 us    |            }
 0)   5.945 us    |          }
 0)   1.181 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.893 us    |              of_match_device();
 0)   7.300 us    |            }
 0)   9.622 us    |          }
 0)   1.183 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.808 us    |              of_match_device();
 0)   7.342 us    |            }
 0)   9.706 us    |          }
 0)   1.201 us    |          _raw_spin_lock_irqsave();
 0)   1.205 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.787 us    |              of_match_device();
 0)   7.221 us    |            }
 0)   9.609 us    |          }
 0)   1.205 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.893 us    |              of_match_device();
 0)   7.331 us    |            }
 0)   9.792 us    |          }
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.667 us    |              of_match_device();
 0) + 11.105 us   |            }
 0) + 13.462 us   |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.188 us    |          _raw_spin_unlock_irqrestore();
 0) ! 135.361 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.252 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.470 us    |            rpm_check_suspend_allowed();
 0)   4.057 us    |          }
 0)   1.170 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.090 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.174 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.183 us    |            rpm_check_suspend_allowed();
 0)   3.540 us    |          }
 0)   1.187 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.505 us   |        }
 0)   1.224 us    |        mutex_unlock();
 0) ! 177.023 us  |      }
 0) ! 179.594 us  |    }
 0)   1.269 us    |    mutex_lock();
 0)   1.198 us    |    mutex_unlock();
 0) ! 188.651 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.197 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.367 us    |          _raw_spin_lock_irqsave();
 0)   1.332 us    |          rpm_resume();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)   8.840 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)   1.218 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.679 us    |              of_match_device();
 0)   8.347 us    |            }
 0) + 10.892 us   |          }
 0)   1.180 us    |          _raw_spin_lock_irqsave();
 0)   1.199 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.367 us    |              of_match_device();
 0)   8.788 us    |            }
 0) + 11.320 us   |          }
 0)   1.226 us    |          _raw_spin_lock_irqsave();
 0)   1.213 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.158 us    |              of_match_device();
 0)   5.061 us    |            }
 0)   7.457 us    |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.304 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.797 us    |              of_match_device();
 0)   7.195 us    |            }
 0)   9.595 us    |          }
 0)   1.227 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.790 us    |              of_match_device();
 0)   7.342 us    |            }
 0)   9.671 us    |          }
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.795 us    |              of_match_device();
 0)   7.200 us    |            }
 0)   9.556 us    |          }
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.795 us    |              of_match_device();
 0)   7.208 us    |            }
 0)   9.715 us    |          }
 0)   1.230 us    |          _raw_spin_lock_irqsave();
 0)   1.207 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.615 us    |              of_match_device();
 0) + 11.193 us   |            }
 0) + 13.542 us   |          }
 0)   1.230 us    |          _raw_spin_lock_irqsave();
 0)   1.200 us    |          _raw_spin_unlock_irqrestore();
 0) ! 136.405 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.230 us    |            rpm_check_suspend_allowed();
 0)   3.830 us    |          }
 0)   1.172 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.987 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.310 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.178 us    |            rpm_check_suspend_allowed();
 0)   3.502 us    |          }
 0)   1.224 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.528 us   |        }
 0)   1.200 us    |        mutex_unlock();
 0) ! 178.105 us  |      }
 0) ! 180.585 us  |    }
 0)   1.167 us    |    mutex_lock();
 0)   1.200 us    |    mutex_unlock();
 0) ! 189.373 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.385 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.320 us    |          rpm_resume();
 0)   1.165 us    |          _raw_spin_unlock_irqrestore();
 0)   8.507 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.289 us    |          _raw_spin_lock_irqsave();
 0)   1.200 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.198 us    |              of_match_device();
 0)   7.846 us    |            }
 0) + 10.385 us   |          }
 0)   1.193 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.325 us    |              of_match_device();
 0)   8.773 us    |            }
 0) + 11.093 us   |          }
 0)   1.193 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.159 us    |              of_match_device();
 0)   3.509 us    |            }
 0)   5.871 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.300 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.838 us    |              of_match_device();
 0)   7.283 us    |            }
 0) + 10.945 us   |          }
 0)   1.303 us    |          _raw_spin_lock_irqsave();
 0)   1.187 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.757 us    |              of_match_device();
 0)   7.188 us    |            }
 0)   9.556 us    |          }
 0)   1.190 us    |          _raw_spin_lock_irqsave();
 0)   1.187 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.768 us    |              of_match_device();
 0)   7.199 us    |            }
 0)   9.525 us    |          }
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.924 us    |              of_match_device();
 0)   7.311 us    |            }
 0)   9.655 us    |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.302 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
