# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.775 us    |              of_match_device();
 0)   7.205 us    |            }
 0)   9.523 us    |          }
 0)   1.202 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.758 us    |              of_match_device();
 0)   7.182 us    |            }
 0)   9.542 us    |          }
 0)   1.203 us    |          _raw_spin_lock_irqsave();
 0)   1.290 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.945 us    |              of_match_device();
 0)   7.367 us    |            }
 0) + 11.332 us   |          }
 0)   1.299 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.808 us    |              of_match_device();
 0)   7.251 us    |            }
 0)   9.608 us    |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.570 us    |              of_match_device();
 0) + 11.050 us   |            }
 0) + 13.398 us   |          }
 0)   1.230 us    |          _raw_spin_lock_irqsave();
 0)   1.200 us    |          _raw_spin_unlock_irqrestore();
 0) ! 135.050 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.231 us    |            rpm_check_suspend_allowed();
 0)   3.567 us    |          }
 0)   1.307 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.635 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.222 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.165 us    |            rpm_check_suspend_allowed();
 0)   3.515 us    |          }
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.493 us   |        }
 0)   1.192 us    |        mutex_unlock();
 0) ! 176.067 us  |      }
 0) ! 178.596 us  |    }
 0)   1.167 us    |    mutex_lock();
 0)   1.206 us    |    mutex_unlock();
 0) ! 187.388 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.485 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.307 us    |          rpm_resume();
 0)   1.328 us    |          _raw_spin_unlock_irqrestore();
 0)   8.435 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.188 us    |          _raw_spin_lock_irqsave();
 0)   1.243 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.435 us    |              of_match_device();
 0)   8.099 us    |            }
 0) + 10.517 us   |          }
 0)   1.219 us    |          _raw_spin_lock_irqsave();
 0)   1.205 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.320 us    |              of_match_device();
 0)   8.739 us    |            }
 0) + 11.175 us   |          }
 0)   1.216 us    |          _raw_spin_lock_irqsave();
 0)   1.184 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.200 us    |              of_match_device();
 0)   3.577 us    |            }
 0)   6.042 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.800 us    |              of_match_device();
 0)   7.243 us    |            }
 0)   9.608 us    |          }
 0)   1.199 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.800 us    |              of_match_device();
 0)   7.258 us    |            }
 0)   9.585 us    |          }
 0)   1.217 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.923 us    |              of_match_device();
 0)   7.345 us    |            }
 0)   9.710 us    |          }
 0)   1.296 us    |          _raw_spin_lock_irqsave();
 0)   2.579 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.857 us    |              of_match_device();
 0)   7.235 us    |            }
 0)   9.593 us    |          }
 0)   1.180 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.592 us    |              of_match_device();
 0) + 11.050 us   |            }
 0) + 13.412 us   |          }
 0)   1.220 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0) ! 135.230 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.300 us    |            rpm_check_suspend_allowed();
 0)   3.900 us    |          }
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.910 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.160 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.197 us    |            rpm_check_suspend_allowed();
 0)   3.478 us    |          }
 0)   1.187 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.397 us   |        }
 0)   1.189 us    |        mutex_unlock();
 0) ! 176.099 us  |      }
 0) ! 178.552 us  |    }
 0)   1.153 us    |    mutex_lock();
 0)   1.203 us    |    mutex_unlock();
 0) ! 187.670 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.243 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.217 us    |          _raw_spin_lock_irqsave();
 0)   1.326 us    |          rpm_resume();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)   8.417 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.179 us    |              of_match_device();
 0)   7.620 us    |            }
 0) + 10.122 us   |          }
 0)   1.224 us    |          _raw_spin_lock_irqsave();
 0)   1.222 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.543 us    |              of_match_device();
 0)   9.078 us    |            }
 0) + 11.431 us   |          }
 0)   1.209 us    |          _raw_spin_lock_irqsave();
 0)   1.194 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.269 us    |              of_match_device();
 0)   3.620 us    |            }
 0)   5.929 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.188 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.782 us    |              of_match_device();
 0)   7.305 us    |            }
 0)   9.717 us    |          }
 0)   1.200 us    |          _raw_spin_lock_irqsave();
 0)   1.223 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.790 us    |              of_match_device();
 0)   7.218 us    |            }
 0)   9.575 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.796 us    |              of_match_device();
 0)   7.219 us    |            }
 0)   9.693 us    |          }
 0)   1.205 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.822 us    |              of_match_device();
 0)   7.219 us    |            }
 0)   9.593 us    |          }
 0)   2.631 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.643 us    |              of_match_device();
 0) + 11.318 us   |            }
 0) + 13.765 us   |          }
 0)   1.215 us    |          _raw_spin_lock_irqsave();
 0)   1.210 us    |          _raw_spin_unlock_irqrestore();
 0) ! 135.066 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.447 us    |            rpm_check_suspend_allowed();
 0)   3.948 us    |          }
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.993 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.160 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.184 us    |            rpm_check_suspend_allowed();
 0)   3.425 us    |          }
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.390 us   |        }
 0)   1.338 us    |        mutex_unlock();
 0) ! 176.090 us  |      }
 0) ! 178.582 us  |    }
 0)   1.185 us    |    mutex_lock();
 0)   1.201 us    |    mutex_unlock();
 0) ! 187.303 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.432 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.207 us    |          _raw_spin_lock_irqsave();
 0)   1.475 us    |          rpm_resume();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)   8.510 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.190 us    |          _raw_spin_lock_irqsave();
 0)   1.192 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.500 us    |              of_match_device();
 0)   8.090 us    |            }
 0) + 10.512 us   |          }
 0)   1.188 us    |          _raw_spin_lock_irqsave();
 0)   1.297 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.333 us    |              of_match_device();
 0)   8.788 us    |            }
 0) + 11.192 us   |          }
 0)   1.266 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
