# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 1)   5.040 us    |            }
 1)   7.470 us    |          }
 1)               |          kcs_bmc_alloc() {
 1)               |            devm_kmalloc() {
 1)   2.660 us    |              __kmalloc_track_caller();
 1)   3.278 us    |              devres_add();
 1)   9.555 us    |            }
 1)   1.333 us    |            __mutex_init();
 1)   1.320 us    |            __init_waitqueue_head();
 1)               |            devm_kmalloc() {
 1)   2.298 us    |              __kmalloc_track_caller();
 1)   2.530 us    |              devres_add();
 1)   8.911 us    |            }
 1)               |            devm_kmalloc() {
 1) + 15.084 us   |              __kmalloc_track_caller();
 1)   2.611 us    |              devres_add();
 1) + 22.358 us   |            }
 1)               |            devm_kmalloc() {
 1)   2.035 us    |              __kmalloc_track_caller();
 1)   2.355 us    |              devres_add();
 1)   7.925 us    |            }
 1)               |            devm_kasprintf() {
 1)   8.044 us    |              devm_kvasprintf();
 1) + 11.055 us   |            }
 1) + 73.132 us   |          }
 1)               |          syscon_node_to_regmap() {
 1)               |            of_device_is_compatible() {
 1)   1.192 us    |              _raw_spin_lock_irqsave();
 1)   3.595 us    |              __of_device_is_compatible();
 1)   1.327 us    |              _raw_spin_unlock_irqrestore();
 1) + 11.110 us   |            }
 1)               |            device_node_get_regmap() {
 1)   1.358 us    |              _raw_spin_lock();
 1) ! 329.802 us  |              of_syscon_register();
 1) ! 337.669 us  |            }
 1) ! 352.725 us  |          }
 1)               |          regmap_update_bits_base() {
 1)               |            regmap_lock_spinlock() {
 1)   1.217 us    |              _raw_spin_lock_irqsave();
 1)   3.645 us    |            }
 1)               |            _regmap_update_bits() {
 1)   2.505 us    |              regmap_volatile();
 1)   4.317 us    |              _regmap_read();
 1)   4.565 us    |              _regmap_write();
 1) + 17.364 us   |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.212 us    |              _raw_spin_unlock_irqrestore();
 1)   3.696 us    |            }
 1) + 30.129 us   |          }
 1)               |          regmap_update_bits_base() {
 1)               |            regmap_lock_spinlock() {
 1)   1.172 us    |              _raw_spin_lock_irqsave();
 1)   3.464 us    |            }
 1)               |            _regmap_update_bits() {
 1)   1.625 us    |              regmap_volatile();
 1)   3.228 us    |              _regmap_read();
 1)   8.444 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.262 us    |              _raw_spin_unlock_irqrestore();
 1)   3.550 us    |            }
 1) + 20.143 us   |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.202 us    |              _raw_spin_lock_irqsave();
 1)   3.437 us    |            }
 1)               |            _regmap_write() {
 1)   1.182 us    |              regmap_writeable();
 1)   1.957 us    |              _regmap_bus_reg_write();
 1)   6.653 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.183 us    |              _raw_spin_unlock_irqrestore();
 1)   3.458 us    |            }
 1) + 18.145 us   |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.201 us    |              _raw_spin_lock_irqsave();
 1)   3.478 us    |            }
 1)               |            _regmap_write() {
 1)   3.821 us    |              regmap_writeable();
 1)   1.980 us    |              _regmap_bus_reg_write();
 1)   9.392 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.311 us    |              _raw_spin_unlock_irqrestore();
 1)   3.547 us    |            }
 1) + 20.968 us   |          }
 1)               |          regmap_update_bits_base() {
 1)               |            regmap_lock_spinlock() {
 1)   1.222 us    |              _raw_spin_lock_irqsave();
 1)   3.463 us    |            }
 1)               |            _regmap_update_bits() {
 1)   1.671 us    |              regmap_volatile();
 1)   3.203 us    |              _regmap_read();
 1)   2.920 us    |              _regmap_write();
 1) + 12.522 us   |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.195 us    |              _raw_spin_unlock_irqrestore();
 1)   3.503 us    |            }
 1) + 24.050 us   |          }
 1)               |          regmap_update_bits_base() {
 1)               |            regmap_lock_spinlock() {
 1)   1.202 us    |              _raw_spin_lock_irqsave();
 1)   3.487 us    |            }
 1)               |            _regmap_update_bits() {
 1)   1.685 us    |              regmap_volatile();
 1)   3.175 us    |              _regmap_read();
 1)   2.945 us    |              _regmap_write();
 1) + 12.527 us   |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.182 us    |              _raw_spin_unlock_irqrestore();
 1)   3.485 us    |            }
 1) + 23.988 us   |          }
 1)               |          regmap_update_bits_base() {
 1)               |            regmap_lock_spinlock() {
 1)   1.172 us    |              _raw_spin_lock_irqsave();
 1)   3.592 us    |            }
 1)               |            _regmap_update_bits() {
 1)   1.643 us    |              regmap_volatile();
 1)   3.192 us    |              _regmap_read();
 1)   2.835 us    |              _regmap_write();
 1) + 12.403 us   |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.182 us    |              _raw_spin_unlock_irqrestore();
 1)   3.640 us    |            }
 1) + 24.152 us   |          }
 1)               |          platform_get_irq() {
 1)               |            __platform_get_irq() {
 1) + 79.193 us   |              of_irq_get();
 1) + 82.311 us   |            }
 1) + 84.953 us   |          }
 1)               |          devm_request_threaded_irq() {
 1)               |            devres_alloc_node() {
 1)   2.395 us    |              __kmalloc_track_caller();
 1)   4.950 us    |            }
 1)               |            request_threaded_irq() {
 1)   1.284 us    |              irq_to_desc();
 1)   1.707 us    |              kmem_cache_alloc_trace();
 1)   1.193 us    |              irq_chip_pm_get();
 1) ! 103.032 us  |              __setup_irq();
 1) ! 114.778 us  |            }
 1)               |            devres_add() {
 1)   1.190 us    |              _raw_spin_lock_irqsave();
 1)   1.319 us    |              add_dr();
 1)   1.177 us    |              _raw_spin_unlock_irqrestore();
 1)   8.347 us    |            }
 1) ! 132.955 us  |          }
 1)               |          misc_register() {
 1)   1.358 us    |            mutex_lock();
 1)               |            device_create_with_groups() {
 1) ! 460.288 us  |              device_create_groups_vargs();
 1) ! 466.828 us  |            }
 1)   1.800 us    |            mutex_unlock();
 1) ! 477.040 us  |          }
 1)               |          printk() {
 1)               |            vprintk_func() {
 1) + 29.479 us   |              vprintk_default();
 1) + 32.707 us   |            }
 1) + 35.549 us   |          }
 1) # 1354.420 us |        }
 1) # 1387.753 us |      }
 1)               |      device_add_groups() {
 1)   1.202 us    |        sysfs_create_groups();
 1)   3.527 us    |      }
 1)   1.329 us    |      pinctrl_init_done();
 1)               |      driver_bound() {
 1)   1.188 us    |        _raw_spin_lock();
 1)               |        device_links_driver_bound() {
 1)   1.170 us    |          mutex_lock();
 1)   1.200 us    |          mutex_unlock();
 1)   6.327 us    |        }
 1)               |        device_pm_check_callbacks() {
 1)   1.200 us    |          _raw_spin_lock_irq();
 1)   1.172 us    |          pm_ops_is_empty();
 1)   6.120 us    |        }
 1)               |        driver_deferred_probe_del() {
 1)   1.337 us    |          mutex_lock();
 1)   1.257 us    |          mutex_unlock();
 1)   8.505 us    |        }
 1)   1.157 us    |        blocking_notifier_call_chain();
 1)   1.192 us    |        dev_uevent_filter();
 1)   1.280 us    |        dev_uevent_name();
 1)               |        kmem_cache_alloc_trace() {
 1)   1.139 us    |          should_failslab();
 1)   5.113 us    |        }
 1)               |        __kmalloc() {
 1)   1.272 us    |          kmalloc_slab();
 1)   1.371 us    |          should_failslab();
 1)   6.514 us    |        }
 1)               |        dev_uevent() {
 1)               |          of_device_uevent() {
 1)               |            of_get_property() {
 1)   3.387 us    |              of_find_property();
 1)   6.358 us    |            }
 1)               |            of_find_property() {
 1)   1.220 us    |              _raw_spin_lock_irqsave();
 1)   1.390 us    |              __of_find_property();
 1)   1.176 us    |              _raw_spin_unlock_irqrestore();
 1)   8.387 us    |            }
 1)   1.193 us    |            of_prop_next_string();
 1)   1.441 us    |            of_prop_next_string();
 1)   1.334 us    |            mutex_lock();
 1)   1.288 us    |            mutex_unlock();
 1) + 41.012 us   |          }
 1)               |          platform_uevent() {
 1)               |            of_device_uevent_modalias() {
 1) + 10.845 us   |              of_device_get_modalias();
 1) + 14.115 us   |            }
 1) + 16.560 us   |          }
 1) + 62.420 us   |        }
 1)   1.398 us    |        mutex_lock();
 1)   1.432 us    |        netlink_has_listeners();
 1)   1.215 us    |        consume_skb();
 1)   1.215 us    |        mutex_unlock();
 1)               |        kfree() {
 1)   1.368 us    |          ___cache_free();
 1)   3.822 us    |        }
 1)               |        kfree() {
 1)   1.192 us    |          ___cache_free();
 1)   3.481 us    |        }
 1) ! 140.202 us  |      }
 1)               |      __wake_up() {
 1)               |        __wake_up_common_lock() {
 1)   1.304 us    |          _raw_spin_lock_irqsave();
 1)   1.313 us    |          __wake_up_common();
 1)   1.177 us    |          _raw_spin_unlock_irqrestore();
 1)   8.913 us    |        }
 1) + 11.310 us   |      }
 1) # 1853.111 us |    }
 1)               |    ktime_get() {
 1)   1.167 us    |      arch_counter_read();
 1)   3.831 us    |    }
 1)               |    printk() {
 1)               |      vprintk_func() {
 1)               |        vprintk_default() {
 1)               |          vprintk_emit() {
 1)   1.162 us    |            __printk_safe_enter();
 1)   1.222 us    |            _raw_spin_lock();
 1)               |            vprintk_store() {
 1)   3.195 us    |              log_store.constprop.0();
 1)   8.408 us    |            }
 1)   1.169 us    |            __printk_safe_exit();
 1)               |            console_trylock() {
 1)   3.115 us    |              __down_trylock_console_sem.constprop.0();
 1)   5.453 us    |            }
